label,precision,recall,f1_score,support
Intern,0.3333333333333333,1.0,0.5,1
Junior,0.5,0.6666666666666666,0.5714285714285714,6
Lead/Staff,0.918918918918919,0.7906976744186046,0.85,43
Manager/Director,0.8260869565217391,0.9827586206896551,0.8976377952755905,58
Mid,0.9285714285714286,0.7090909090909091,0.8041237113402062,55
Senior,0.7560975609756098,0.8378378378378378,0.7948717948717948,37
