label,precision,recall,f1_score,support
Intern,0.16666666666666666,1.0,0.2857142857142857,1
Junior,0.36363636363636365,0.6666666666666666,0.47058823529411764,6
Lead/Staff,0.8918918918918919,0.7674418604651163,0.825,43
Manager/Director,0.7846153846153846,0.8793103448275862,0.8292682926829268,58
Mid,0.8780487804878049,0.6545454545454545,0.75,55
Senior,0.7,0.7567567567567568,0.7272727272727273,37
